year,type,sentence1,sentence2,similarity_score
2016,headlines,5 killed in Israeli air strikes in Gaza,"38 IS militants killed in clashes, air strikes in Iraq",0
2016,headlines,Deadly Blast Rocks Coal Mine in East Ukraine,"12 Dead, Despite Cease-fire in East Ukraine",2
2016,headlines,Greece bailout uncertainty weighs on global markets,Greece concerns drag on Asia markets,3
2016,headlines,Funeral of Ian Paisley to take place in Belfast,Funeral of MH17 victim Liam Sweeney takes place in Newcastle,0
2016,headlines,Rooney helps Man United beat Everton 3-0 in Premier League,West Ham beats Newcastle 2-0 in Premier League,1
2016,headlines,Hard-line Jewish leader shot in Jerusalem,Israeli leader urges calm in Jerusalem,1
2016,headlines,Waba emerges new NLC president,Waiting for the next president,1
2016,headlines,Backstage Moves Intensify as Fight Against Islamic State Widens,Mixed Progress Reported in Fight Against Islamic State,2
2016,headlines,Egypt: IPI Urges Release of Al Jazeera Journalist Arrested in Berlin,Egypt sentences Al Jazeera journalists to jail,1
2016,headlines,occupied Palestinian territory: Israeli Forces Continue to Shed Palestinian Blood in oPt,occupied Palestinian territory: Israel warns on security as Gaza truce talks resume,1
2016,headlines,5 US airstrikes target Islamic State fighters,Kurds see Turkey impeding Islamic State fight,1
2016,headlines,Libya: UN orders investigation into Libya rights abuses,"India's top court orders investigation into job scam, deaths",0
2016,headlines,Taiwan coast guard launches new ships as South China Sea tensions rise,Chinese military reaches out amid South China Sea tensions,2
2016,headlines,Burundi police fire tear gas at protesters,Montenegrin police fire teargas to disperse opposition,1
2016,headlines,"Nepal earthquake death toll surpasses 7,000","Death toll in Nepal earthquake tops 8,000",3
2016,headlines,Ashya's Parents Arrive For Extradition Hearing,Ashya King's parents freed from jail in Spain,1
2016,headlines,Nigeria admits slow response in Ebola case,US ramps up response to Ebola crisis,1
2016,headlines,Thousands cross Austria-Hungary border,Thousands of Russians stranded abroad,1
2016,headlines,Kranjcar leaves it late to rescue QPR against Moses-inspired Stoke,Harry Kane leaves it late to rescue a point for Tottenham Hotspur,0
2016,headlines,Oscar Pistorius sentenced to 5 years in prison,'Bookkeeper of Auschwitz' Sentenced to Four Years in Prison,0
2016,headlines,Pro-Palestinian Activists March to UN Headquarters,Pro-Palestinian activists prepare flotilla to break Gaza blockade,2
2016,headlines,Benzema faces possible charges in sex-tape case,Menendez faces possible corruption charges,1
2016,headlines,US Senate votes to advance Iran nuclear review bill,US scientists praise Iran nuclear deal,1
2016,headlines,All 224 dead in Russian airliner mystery crash,Heat flash detected at time of Russian airliner crash,2
2016,headlines,Govt. to hold talks with FTII students,Cameron to hold talks with Sturgeon on UK future,0
2016,headlines,Li Na to announce retirement,US Senator Ted Cruz to announce presidential bid,0
2016,headlines,Gunners fire but fail to advance in Champions League,EPL clubs out to avoid Champions League woes,1
2016,headlines,Scientists prove there is water on Mars,Has Nasa discovered water on Mars?,2
2016,headlines,Iranian President praises nuclear deal,Iran arrests several spies near nuclear plant,1
2016,headlines,Boko Haram disrupts Nigerian elections,Press awash with Nigeria\'s general elections,1
2016,headlines,South Korea regrets North's refusal of talks,"South Korea reports 14th Mers death, 12 new cases",1
2016,headlines,Plane Crash Site Search Called off for the Night,Tour De France Pack Sets off for Stage 15,0
2016,headlines,Editors from around the world urge Turkey to protect media,Media freedom at stake as Turkey fights rebels,2
2016,headlines,Obama queries Turnbull over China port deal,Spanish bulls gore seven to death,0
2016,headlines,China's generous 1MDB bid seen reaping it big returns in Malaysia,China keeps an eye on visiting tiger freed by Russian President,0
2016,headlines,Hezbollah targets Qaeda gathering along border with Syria,Belarus tightens security along the border with Ukraine,0
2016,headlines,South Korea reports seven new MERS cases,South Korean woman in contact with MERS patient dies,1
2016,headlines,Obama calls for international front against IS,Obama vows to save Iraqis stranded on mountain,0
2016,headlines,"U.S. military says it conducts airstrikes against IS in Syria, Iraq",Observatory says Russian air strikes kill 45 in Syria,1
2016,headlines,Who abandoned 3 Boeing planes at the airport?,"Police abandon posts in Lesotho, fear for lives",0
2016,headlines,North Korea to put US citizen on trial,N Korea hit with new US sanctions,2
2016,headlines,Hong Kong officials resume work as protests thin,Hong Kong student leaders mull protest retreat,2
2016,headlines,Ebola UK: NHS staff 'panicked' after suspected Ebola cases,UK says investigating 2 suspected MERS cases,0
2016,headlines,UK Leader Signals Support for Airstrikes on IS in Syria,Why Cyprus backs Cameron's push for UK air strikes in Syria,1
2016,headlines,"Philippines, Canada pledge to further boost relations",Philippines saves 100 after ferry sinks,0
2016,headlines,Israel bars Palestinians from Jerusalem's Old City,"Two-state solution between Palestinians, Israel pie in sky",1
2016,headlines,How much do you know about Secret Service?,Lawmakers from both sides express outrage at Secret Service,1
2016,headlines,N. Korea agrees to talks with South,Johor crowns its fifth Sultan,0
2016,headlines,"Iran, a large important partner for Russia: Novak","Iran reiterates support for Iraq, Syria",0
2016,headlines,Taiwan's president charters plane to pay respects to Lee,Poland president loses to challenger,0
2016,headlines,Two Palestinians die in attacks on Israelis ahead of Kerry visit,Palestinian official slams Israel's stone-throwing bill,0
2016,headlines,Thomas Cook accused of putting costs before customers,University of Florida frat accused of spitting on wounded war veterans,0
2016,headlines,Narendra Modi 'photoshopped' image of Chennai floods visit goes viral,PM Narendra Modi speaks of non-discrimination and equality,0
2016,headlines,UN chief welcomes peaceful presidential elections in Guinea,UN chief condemns attack against peacekeepers in Mali,1
2016,headlines,Obama Struggles to Soothe Saudi Fears As Iran Talks Resume,Myanmar Struggles to Finalize Voter Lists for Sunday Polls,0
2016,headlines,Pakistan executions draw international ire,Pakistan protests ceasefire violations by India,0
2016,headlines,South Korea declares end to MERS outbreak,North Korea Delegation Meets With South Korean Officials,0
2016,headlines,Pranab stresses need to strive for peace by nations,WTO: India regrets action of developed nations,0
2016,headlines,Volkswagen skids into red in wake of pollution scandal,"Volkswagen's ""gesture of goodwill"" to diesel owners",2
2016,headlines,Two Australians killed in Kenya after bus crashed into river,Permalink to Two killed in Germany train accident,0
2016,headlines,"France shuts mosque, arrests man in crackdown after attacks",Security tightened at New Delhi churches after attacks,2
2016,headlines,Russian plane reportedly crashes in Egypt,Pilot killed as US jet crashes in England,2
2016,headlines,Severe Gales As Storm Clodagh Hits Britain,Merkel pledges NATO solidarity with Latvia,0
2016,headlines,Dozens of Egyptians hostages taken by Libyan terrorists as revenge for airstrikes,Egyptian boat crash death toll rises as more bodies found in Nile,0
2016,headlines,President heading to Bahrain,President Xi: China to continue help to fight Ebola,0
2016,headlines,"China, India vow to further bilateral ties",China Scrambles to Reassure Jittery Stock Traders,0
2016,headlines,Obama is right: Africa deserves better leadership,Obama waiting for midterm to name attorney general,0
2016,headlines,Putin spokesman: Doping charges appear unfounded,The Latest on Severe Weather: 1 Dead in Texas After Tornado,0
2016,headlines,New video shows US police officers beating mentally-ill man,New York police officer critically wounded in hatchet attack,0
2016,postediting,"""It would be a mistake to underestimate her.","""It would be a mistake to the underestimate.",3
2016,postediting,"The choice of operators is unfortunately miserable and is limited, in most cases, to radio tubes.","The answer is simple, there is a lack of competition.",0
2016,postediting,"The fact that Google is a base for genetic data can give a good raw material for the next generation of science-fiction. The famous novel by Cory Doctorow, writes with half orwellien tones , describing the future in which a man could be approached only through data from Google.","The fact that Google is a genetic data can give a good raw material for the next generation of science-fiction. The novel Cory Doctorow of the famous, writing with half-tone orwelliens, described the future in which a man could be approached so outrageous only through data from Google.",5
2016,postediting,And perhaps we will cease to call ourselves more expensive than the rest of Europe.,And perhaps we continue to call more expensive than in the rest of Europe.,2
2016,postediting,"For nearly 18 years, the space borehole ""Ulysses"" steals in the area.","For nearly 18 years, the space shuttle ""Ulysses"" has been flying in space.",3
2016,postediting,"The foundation Esély Budapestért Alapítvány, at the request of the grouping of Fiatal Baloldal - Ifjú Szocialisták, has established a bill on the order of the Foundation has Harmadik Együtt Évezredért, for a total of four million HUF.","The foundation Esély Budapestért Alapítvány, at the request of the grouping of Fiatal Baloldal - Ifjú Szocialisták, made a bill on the order of the foundation Együtt a Harmadik Évezredért, for a total of four million HUF.",5
2016,postediting,"With the collapse of the investment bank Lehman Brothers two weeks ago, the allocation of appropriations between banks has again expressed constant significantly, the banks that have accumulated their liquidity.","With the collapse of the investment bank Lehman Brothers two weeks ago, the allocation of appropriations between banks has again been delayed significantly, the banks having accumulated their liquidity.",4
2016,postediting,"It is true, I look forward to leave.","It is true, I look forward to their release.",2
2016,postediting,Renièrent legislators and supports the call to the project of President George Bush.,The US President George Bush himself is glad of progress in the negotiations.,2
2016,postediting,"Moreover, if right side of Naomi fascinates me.","""Because it fascinates me,""",1
2016,postediting,The interview - blood become sure again,"The interview, Du blood become course",2
2016,postediting,"We must be constantly vigilant "", continued Dre Décary before stressing that on top of security of supply, Héma-Quebec must also provide an adequate supply.","We must be constantly vigilant "", continuing the Dre Décary before stress that security of supply, Héma-Quebec must also provide an adequate supply.",5
2016,postediting,"This isn't necessarily bad, but if they do move you it would be better if they gave you everything (including the electronic chips for the race)",This is not wrong but if they do you move that would be better if they give you any (including the electronic chip shop).,3
2016,postediting,"The Marcel differs from others by his excellent cotton, by his unisex look, with his distinctive logo and by the Belgian flag (barely recognisable) that the most well-known jerseys have on the neck.","The Marcel 's differs from the other by his cotton excellent, by his thumb unisexe, with its distinctive logo and by the Belgian flag (barely recognisable) that the shirts of bodies have the most well-known in the neck.",4
2016,postediting,"All depends on it, ""he says.","All lies with it, ""he says.",3
2016,postediting,The installation in all the institutions of the Presidency of the Council is now complete with the Palais Chigi.,The installation in all the institutions of the Presidency of the Council is complete with the Palais Chigi.,5
2016,postediting,It was the biggest loss of points in the space of a day in history.,"At the same time, in Europe, we had further proof of the global nature of the crisis.",1
2016,postediting,We have already led the negotiations about that possibility several times with all the Czech mobile operators.,The problem is that the commercial state of all Czech mobile operators prohibits such a resale.,1
2016,postediting,"But given the attitude of mobile operators that are, the indifference of the Czech regulators is disconcerting.","On the contrary, the mobile operators like to complain that the Czech market is extremely competetive.",2
2016,postediting,"The sexes have imposed a ban on Glitter six months after he had spoken to the authorities who have under control, its intention to go to Spain from France.","The magistrates have imposed a ban of six months on Glitter after he had spoken to the authorities who had him under control, of his intention to go to Spain via France.",3
2016,postediting,"They say so much about it, I do know, many things are not true.",But I do not know how to prove it.,1
2016,postediting,"The sum, however, must not be paid at once, but in installments.","In 2010, it will be necessary to pay the interests of the whole year, which may double.",1
2016,postediting,"The symptoms of hepatitis A appear two to three weeks after the consumption of food contaminated, in general, accompanied by a bad state general, of weakness, upset stomach and nausea.","The symptoms of hepatitis A appear two to three weeks after the consumption of contaminated food, in general, accompanied by general bad health, weakness, upset stomach and nausea.",5
2016,postediting,"This sentence was spoken by the actress Sally Field, who has worked with him in 'Absence of Malice "", and illustrates the despair of American cinema, and America in general, faced with the striking idea that Newman is no longer in the world.","This sentence is the actress Sally field, who has worked with him in 'absence of malice "", and illustrates the despair of American cinema, and America, faced with the idea striking that Newman is no longer in the world.",5
2016,postediting,The project of the motorway happened just when the girl the most famous of Eatonville had recovered its appeal.,The project of the motorway happened just when the most famous girl of Eatonville had recovered her appeal.,4
2016,postediting,"With a few exceptions, the street has always the same look.","Has few exceptions, the street has always the same pace.",3
2016,postediting,This is what we think will bring in more customers.,This is what we think is the most contributions from the point of view of customers.,2
2016,postediting,With this film Garci does not expect to win any prizes.,With this film Garci does not expect a price.,3
2016,postediting,What good to facilitate the advent of such a competitor?,What good then to facilitate the advent of such a competitor?,5
2016,postediting,Soccer - The Impact in the semi-finals,The impact will be measured in Vancouver Whitecaps in the semi-finals.,2
2016,postediting,This amount would be twice that produce nuclear power plants.,This amount would be twice that produced by nuclear power plants.,5
2016,postediting,"The phrase 'You do not consider ""is enshrined in majuscules on the registration plate.","The phrase ""You do not think"" is inscribed in capital letters on the registration plate.",2
2016,postediting,"On the opposite side, Antonio Damasio for example believes that the sensations resultant from primitive activities are born in the areas of the corporeal feeling of the cortex and the core of the brain, like Jaak Pankseep who focuses more on the just the core of the brain.","The opposite, Antonio Damasio for example believe that the sensations from primitive activities are born in the areas of the body feeling of the cortex and core of the brain, like Jaak Pankseep however, which focuses more on the brain syllabus.",3
2016,postediting,On the screen of the machine they will find all the information about the validity of their document.,"That is, on the screen of the apparatus, that will show the information about the validity of their document.",4
2016,postediting,The total immersion in the English language focusses on the almost constant use of English in teaching.,The dumping total in English focusing on the use almost constant of English in the investigation.,3
2016,postediting,"The photo present in this article, was taken earlier this month in one of the rooms of rest reserved for employees to Microsoft's Redmond.","The photo in this article, was taken earlier this month in one of the rooms reserved for employees of Microsoft at Redmond.",5
2016,postediting,The most prestigious prize in fashion,The price the most prestigious fashion,2
2016,postediting,"Today we are starting, in March we end, in June we will make the sums.","Today we are starting in March we end, in June we learn the sums.",4
2016,postediting,Who can most can say the least.,Not many.,0
2016,postediting,The opposition does not provide for actions of protests in view of the results. It is trying rather to get its message on the need for economic reforms to the voters.,The opposition does not provide for actions of protests in view of the results. It is trying rather to get his message on the need for economic reforms to the voters.,5
2016,postediting,Step towards,Not in sight,0
2016,postediting,"The eye of the bee plays an important role, since it is able to see in all directions, in an angle of 300 degrees.","The eye to aspects of the bee plays an important role, since it is able to see in all directions, in a 300 degrees.",5
2016,postediting,Will it be a birthday without a genuine party.,Will it be a birthday party without genuine.,3
2016,postediting,There are no precise figures: we are talking about 50 000 people who make their way through the Alps and drown themselves in tankards of beer.10 percent of visitors would have specially come from Italy this weekend.,"There is no precise figures; we talk about 50 000 who are under way through the Alps and collapse in the newsstand to beer, 10 percent of visitors would express come to Italy this weekend.",4
2016,postediting,"Paul Newman was one of them. """,Paul Newman the magnificent,1
2016,postediting,"However, I do not think so.",But I do not know how to prove it.,0
2016,postediting,"""Yes, we have a serious problem.","""We have made great progress.",0
2016,postediting,"The electronic vouchers are valid from tomorrow not only in the capital, but also in the surrounding area of the city.","The electronic vouchers are valid from tomorrow not only in the capital, but also in the surrounding areas of the city.",5
2016,postediting,"Be careful of grapefruit, orange and apple juice.","Attention to the fungus orange juice, and bone.",1
2016,postediting,Or heels of trial of clothes.,Or heels of transgressing or clothes.,2
2016,postediting,They have not been that according to the opposition.,"If Members of the opposition are in parliament it is because they have been appointed, not elected.",1
2016,postediting,"For them, they are books - bills the market to Józsefváros, while fabriquaient stamps to Kiskunhalas.","For these they obtained invoice books from the market at Józsefváros, while the manufactured stamps at Kiskunhalas.",3
2016,postediting,The total amount of aid to the system should be divided into two parts.,The total amount to the aid of the system should be divided into two parts.,5
2016,postediting,"To ensure that no one would know, five fictitious bills received from the society Works Team Kft. were presented to the TMA.","To ensure that it does not know, five bills fictitious received of society Works Team Kft. have been presented to the MRI.",3
2016,postediting,The legislators thus refused to support President George Bush's call to the project.,Renièrent legislators and supports the call to the project of President George Bush.,1
2016,postediting,The process must happen in the blink of an eye.,The process must be held in a heartbeat.,5
2016,postediting,"With a goal and simple methods, SV Hamburg reaches top of the league table.","With a goal and simple methods, the SV Hamburg becomes first of the league.",5
2016,postediting,"The stars of the flamenco like Diego El Cigala, Chano Lobato, Cristina Hoyos, Enrique Morente, El Lebrijano, Antonio Canales, Vicente Amigo, among others, are part of the selection made from around seventy artists photographed.","The stars of the intoxicating spirit of flamenco as Diego El Cigala, Chano Lobato, Cristina Hoyos, Enrique Morente, El Lebrijano, Antonio Canales, Vicente Amigo, among others, are part of the selection made from around seventy artists photographed.",4
2016,postediting,"No, sir I am Spanish but I have lived here two years.","No, not Mr, I am Spanish but I have lived here thinking two years.",3
2016,postediting,So many other Paul Newman have gone to history.,"Paul Newman was part of that. """,1
2016,postediting,It seems to be clear that it is better to buy a phone.,"It is difficult to say, if such a concept would be likely to work at home.",0
2016,postediting,"You trouves in front of people, of characters that sometimes you do not know or are you just a few minutes to make them a photograph.","You find yourself in front of people, of characters that sometimes you do not know or give you just a few minutes to photograph them.",4
2016,postediting,"There was nothing left but to collect the hostages"", when suddenly, ""this surprise"" occurred.","There is nothing left to collect the hostages', when suddenly, ""this surprise"" occurred.",5
2016,postediting,"The trial subjects have spent half an hour in an MRI scan, meanwhile, have received 20 shock in four part to post, while watching the paint religious issue, is the one to issue more general.","The subjects spent half an hour in an MRI scanner, during which they received 20 shocks in four part installments, while watching either the religious painting, or the more general one.",4
2016,postediting,"""People were always happy to see Zora"" he said.","""I am so happy,"" he said to reporters.",0
2016,postediting,"It is difficult to say, if such a concept would be likely to walk at home.","For me, it was clear that I had to be travel a day.",0
2016,postediting,"The witness said that at 4.30 p.m., Locklear ""based on substance on the accelerator, doing a lot of noise, trying to get out of the car garage, and going backwards several times, she roula on his sunglasses"".","The witness said that at 4.30 p.m., Locklear ""pushed hard on accelerator, doing a lot of noise, trying to back out of the garage, and going backwards several times; she was driving with her sunglasses"".",4
2016,postediting,"Abuse of a father-"" which led to suicide ""","Abuse of a step-father-"" which led to suicide """,3
2016,postediting,"The shame, Mr Toews, is in this renouncing, and not elsewhere.","Shame, Mr Toews, it is, in this instance, and not elsewhere.",3
2016,postediting,This case is one of the many accusations that her.,This is one of the many accusations against her.,4
2016,postediting,"The interests of 2009 cover seven months, from the end of September this year till the end of March.",The interests of 2009 cover seven months to the end of September this year until the end of March.,5
2016,postediting,"To imitate the functions of the eye, engineers have put forth the idea of a laser rangefinder.","Portraits of which, thanks to the choice of the camera and equipment, given the photograph classic.",0
2016,postediting,"UNIPOL: Court ROME, DANILO COPPOLA remains A GROTTAFERRATA.","UNIPOL: Court ROME, DANILO COPPOLA remains in GROTTAFERRATA.",5
2016,postediting,This whole process must reflect what the bee does to avoid other bees.,This whole process must reflect what the bee done to avoid the other bees.,5
2016,postediting,"They are, indeed, free of the relatively high costs of construction, operation and maintenance the mobile network.","They are, indeed, free of the costs of construction, operation and maintains the mobile network, relatively high.",5
2016,postediting,"When the agreement was announced, one would have thought a truly revolutionary step.","When the agreement was announced, a true not revolutionary.",2
2016,postediting,When we will not be the most expensive,When we will no longer be the most expensive country,3
2016,postediting,"""I wanted to re-commemorate her because I think it is these women who have had an enormous influence in their time and now no one knows and highlights their work,"" says Bayón.","""I wanted to the back because I think it is these women who have an enormous influence in their time and now no one knows and highlights his work,"" says Bayón.",3
2016,postediting,"They say so much about he, I know, many things are not true.","However, I do not think so.",2
2016,postediting,"Generosity, love of life were vibrants features of the actor.","Generosity, love of life are vibrants features of the actor disappeared.",3
2016,postediting,"Then, when I became a dancer, I was trying to take care of my way to pay.","For me, it was clear that I had to be travel a day.",0
2016,postediting,"Then, when I became a dancer, I was trying to take care of my way to pay.","""However, once I have the impression that this is a job at risk, I supprimerai.",0
2016,postediting,The intelligent car imitates the flight of a bumblebee,The intelligent car theft of bourdon emulating,1
2016,postediting,The development of Orlando has already pushed Interstate 4 up to the west of the city.,The development of Orlando has already prompted Interstate 4 up to the west of the city.,5
2016,postediting,"Microsoft is right, its operational system is important but also its software.","Microsoft is right, its operational system is losing importance but also its software.",1
2016,postediting,Sarkozy at the meeting of fishermen angry,Nicolas Sarkozy is expected to the ground by fishermen.,2
2016,postediting,"The collar workers continue to queue to buy their sandwich matinier merchants to happen, and it is impossible to find a taxi between 16h and 19h in the week.","The office workers continue to queue to buy their morning sandwich from mobile stalls, and it is impossible to find a taxi between 16h and 19h during the week.",4
2016,postediting,"We can, of course, make music directly on the map memory, but little card readers know go without reduction, given the dimensions tiny memory cards used in mobile.","We can, of course, record music directly onto the memory card, but few card readers know how to deal with them, given the tiny dimensions of memory cards used in mobile.",2
2016,postediting,We advise you on how to make a choice.,"Conseillera, how you choose",0
2016,postediting,"The septuagenarian McCain has repeatedly put forward his indisputable experience in foreign policy, while emphasising the ""naiveness"" of his opponent in these matters that were at the heart of this first contest.","The septuagénaire McCain has repeatedly put forward its indisputable experience in foreign policy, while emphasising the ""naive"" of his opponent on these issues that were at the heart of this first contest.",5
2016,postediting,"You will achieve nothing, because in sleeping, he is not sufficiently aware to organize his thoughts.","You will achieve nothing, because in sleeping, it is not aware to hold his thinking.",4
2016,postediting,"The boxeur Rocky Graziano, delinquant, tormented, violent, unforgettable in Somebody Up there Likes Me (marked by hatred), or Robert Wise, a role intended for James Dean, resumed after his death, which really launched Newman in 1956.","This boxeur Rocky Graziano, offender, tormented, violent, unforgettable in Somebody Up there Likes Dr (marked by hatred), Robert Wise, a role for James Dean, resumed after his death, which launched really Newman in 1956.",5
2016,postediting,The song is ensured by Katerˇina Kneˇzˇínková and Adam Plachetka.,The song is performed by Katerˇina Kneˇzˇínková and Adam Plachetka.,3
2016,postediting,"They desperately need this, indeed, and I shows you an example.","They desperately need this, and I show you an example.",5
2016,postediting,"For many, the main advantage of mobile phones that play music is their prices.","For many, the main advantage of mobile music is their prices.",3
2016,postediting,"Sudanese soldiers had done this Sunday six of the kidnappers in the border area between Sudan, Chad and Egypt, and had arrested two of them.","Sudanese soldiers had killed six of the kidnappers this Sunday in the border area between Sudan, Chad and Egypt, and had arrested two of them.",4
2016,postediting,"Shortly after, the witness, who initially had not recognised the actress saw Locklear stop in the middle of the motorway and get out of her car.","Shortly after, the witness, who initially had not recognised the actress has given that Locklear has been arrested in the middle of the motorway and is out of his vehicle.",3
2016,postediting,The cinema of the 1950s and 1960s we dazzles and we let much for our collections.,The cinema of the 1950s and 1960s fascinates us and much of our work is inspired by it.,2
2016,postediting,"""I have changed, I do not want to take risk"".","""However, once I have the impression that this is a job at risk, I supprimerai.",1
2016,postediting,We do not have to look too far to find examples.,We do not have to go look too far to find examples.,5
2016,postediting,But the Illhousiens goal scorer was not able to enjoy his happiness long and was be forced to return to the changing rooms a dozen minutes later and leaving his team mates with one man less.,But the buteur Illhousiens will not be able to enjoy his happiness long and will be forced to return to the changing rooms a dozen minutes later and leaving its coéquipiers in digital inferiority.,3
2016,postediting,"It is better for this way, as they will still need their strength.","It is better for example, they will still need forces.",2
2016,postediting,You are what you divulge about yourself.,You are what you divulgues subject to tone,3
2016,postediting,"The right-wing camp is intact, it is only inside the party that voters have become more aware, more critical and more stubborn.","The right-wing camp is intact, only party that voters have become more aware, more critical and more stubborn.",4
2016,postediting,Microsoft is seeking a virtual (see),Microsoft is seeking a receptionist (virtual),3
2016,postediting,"The other research - The University of California, Berkeley, claims also to be researching in a new adhesive.","The other RECHERCHE- The University of California, Berkeley, and it also, in the search for a new removed.",1
2016,postediting,"The Thai authorities stopped him at passport control, and in the end, he went to Hong Kong.","The authorities Thaï the bloquèrent the passport control, and in the end, it out Hong Kong.",2
2016,postediting,"The experts say a technology still in its infancy, from the fact that the marine energy dispelling fears about the environmental impact.","The experts say that it is a technology still in its infancy, from the fact that marine energy does not dispel fears about its environmental impact.",5
2016,postediting,"The public is waiting for the time, without really hiding it, when Google will reveal its true nature.","The public expects, without really is in hiding, when Google will reveal its true nature.",4
2016,postediting,The price of crude oil fell by 7 percent to $99.80 a barrel. The New York Mercantile Exchange during sales this morning.,"The futures of crude oil, fell by 7 percent to $99.80 a barrel. The New York Mercantile Exchange, in sales of this morning.",4
2016,postediting,The wrong time to spoil the rat of Pozoblanco,Bad weather spoils the fair at Pozoblanco,2
2016,postediting,. People signs indicate the street.,. No signs indicate the street.,1
2016,postediting,"Not in front, because that way we create a block, and not all the yellow caps on the same benches, we must distribute them in the hall! '","Not before, otherwise it blocks, and not all the yellow caps on the same benches, we must distribute them in the Chamber! '",3
2016,postediting,The stock exchange of Warsaw made a proposal to buy the stock exchange of Prague,The cause of this exclusion is that the stock exchange of Warsaw is owned by the state.,1
2016,postediting,The supercolle to walk on the walls.,Superglue to walk on the walls.,1
2016,postediting,"To support the sector, one would need between 16 and 18 million per year.","To support the sector, it should be between 16 and 18 million per year.",5
2016,postediting,"But before the course begins, it was for me to appear.","For me, it was clear that I had to be travel a day.",0
2016,postediting,In short - But victorious of Kovalev,In short - victorious goal for Kovalev,3
2016,postediting,"Now that the election in Parliament of the Land of Bavaria fell, a union of BayernLB with the bank from Baden-Wuttenberg could be taken first.","Now that the election in Parliament of the Land of Bavaria is over, a union of BayernLB with the bank from Baden-Wuttenberg could be seen very soon.",3
2016,postediting,This is what we think will bring in more customers.,"It is better for this way, as they will still need their strength.",0
2016,postediting,"With a camera and a system of recognition of forms and faces, this ""see"" can know how many people in the place, which they are - including remember what they occupy positions - and listen and hear the keywords of their conversations.","With a camera and a system of recognizing forms and faces, this ""receptionist"" can know how many people are in the place, who they are - what posts they occupy - and listen and hear the keywords of their conversations.",3
2016,postediting,"This is the second weekend of the beer festival, known as the 'weekend of Italians'.",The second weekend of the beer festival is also known as the weekend of Italy.,4
2016,postediting,"Since its creation, on 28 September 1998, Héma-Quebec has applied the precautionary principle.","This episode has shown that the precautionary principle that has been applied, made sense. """,2
2016,postediting,"The directorate of the Polish football league PZPN has been suspended by the National Olympic Committee after many scandals and replaced by Robert Zawlocki, an independent administrator.","The direction of the Polish football league PZPN has been suspended by the National Olympic Committee after many scandals and replaced by Robert Zawlocki, administrator independent.",5
2016,postediting,Vodafone heads rather its attention on the performance of the requests for its own 3G licences.,Vodafone heads rather its attention on obtaining its own 3G licences.,4
2016,postediting,"But given the attitude of mobile operators that are, the indifference of the Czech regulators is disconcerting.",The problem is that trade of all mobile operators Czech prohibit such a resale.,1
2016,postediting,None of the Czech operators has a dominant position on such a market.,The problem is that trade of all mobile operators Czech prohibit such a resale.,1
2016,postediting,"Especially as it is relatively saturated from the point of view of the provision of services. ""","According Masi, ""the choice of rotating doors is important even from a symbolic point of view.""",0
2016,postediting,The psychology of one-upmanship: Why are we spending more money?,The psychology of one-upmanship: Why are spending more money?,4
2016,postediting,The installation in all the institutions of the Presidency of the Council is now complete with the Palais Chigi.,The celebration of the Second crucial time for the Improvement of Record of the Equipe.,0
2016,postediting,They launched a watermelons of their car '.,They launched a watermelon from their car '.,4
2016,postediting,"The answer is simple, there is a lack of competition.","A formulated answer like this is not suprising, coming from the representative of the operators.",0
2016,postediting,We have already led the negotiations about that possibility several times with all the Czech mobile operators.,The problem is that trade of all mobile operators Czech prohibit such a resale.,1
2016,postediting,"The fourth world aircraft manufacturer, Embraer, maintains its forecast for 2008 with 215 aircraft deliveries left, reaffirmed Fredrico Fleury Curado, its chairman.","The fourth largest world aircraft manufacturer, Embraer, maintains its forecast for 2008 with 215 aircraft deliveries, re-affirmed Fredrico Fleury Curado, its chairman.",5
2016,postediting,"When energy gives birth to waves, big ones moves.","When energy is born waves, now the big moves.",3
2016,postediting,They have not been that according to the opposition.,"If Members of the opposition are in parliament is that they have been appointed, not elected.",1
2016,postediting,"The price of the production of paper, the activities of the print edition and have not changed.",The choice of mode of use and requirements of the future owner.,0
2016,postediting,People say that Naomi is a person with a warm heart.,People that Naomi is a person central aim.,2
2016,postediting,But what a great long distance athlete.,But what great athlete of substance.,3
2016,postediting,What does it mean?,But what does that mean for the emotions?,3
2016,postediting,Behemoths in the attack.,Colossus to the attack.,2
2016,postediting,Other operators also refer to the specific nature of the Czech market.,None of the Czech operators did of a dominant position on such a market.,2
2016,postediting,HSV beat Gladbach 1: 0,HSV fighting Gladbach 1: 0,3
2016,postediting,"The new law also seeks to limit the so-called golden parachutes for the managers of companies participating in the programme and it will establish a committee, which will ensure the supervision of the funds.","The new law also provides to limit the so-called golden parachutes for the managers of companies participating in the programme and it establishes a committee, which will ensure the supervision of the funds.",5
2016,postediting,The driver control the validity of the voucher registered.,That's how the driver tests the validity of the registered voucher.,4
2016,postediting,"Therefore ordered interceptions against Dal Torrione, the entry write, is émergée 'willingness to marry the requirements of a businessman, representing a group known, close to the Piromalli, unifying the choice of the public administration to the interests of the clan.","Starting with the interceptions ordered against Dal Torrione, the pm writes, ""the possibility of marrying the demans of a businessman, representative a well known group close to the Piromalli, unifying the choice of the public administration with the interests of the clan.",4
2016,postediting,"I believe that yes, but in the end it joined and these activities have a lot in common.","But in this case, we can at least hope that all human brain have the same situation.",1
