year,type,sentence1,sentence2,similarity_score
2015,belief,"i agree with you, its a ironic story also.",then you birds got nuttin to worry about..,0.6
2016,headlines,Captain of sunken South Korean ferry arrested,Captain of capsized S Korean Ferry Arrested,4
2015,images,Scuba diver submerged in water.,The scuba diver is underwater.,5
2015,answers-forums,"Most English words have roots in Indo-European, either through original Germanic or through borrowed Latin, French, or Greek words.","As you can probably guess, there are several ways to determine the etymology of words.",
2015,answers-students,there will be a gap between the positive battery terminal and the bulb terminal,A non-zero voltage means that the terminals are not connected.,2.2
2014,tweet-news,Dey stay preppin'... The Preppers Next Door,The Doomsday Preppers of New York,2
2015,headlines,"Drone strike in Hangu kills 8, injures 5",US drone strike in Pakistan kills five,
2012,MSRvid,A man is placing meat inside a plastic bag.,A woman is carrying a wallaby in a bag.,0.4
2012,MSRvid,Two dogs swim in a pool.,Dogs are swimming in a pool.,4.2
2015,answers-forums,In some nowadays Indo-European languages you can still see rests of base-20 numeral systems.,"Modern Englishes, and many other well-known languages, use base 10 (ie decimal) systems of numerals.",2.2
2015,belief,why do you think that commandment is there?,why do wingnuts hate intelligence?,
2013,OnWN,adapt to a specified measurement or proportion,adapt to a specified measurement.,4.2
2012,MSRvid,A monkey pulls the tail of a dog.,A monkey is teasing a dog at the zoo.,2.8
2015,belief,and that doesn’t include all the workers who have fled the workforce under obama’s economic oppression.,and that was certainly a motivator for me to work my way up the career ladder of my profession.,0.2
2012,SMTeuroparl,"That is what we have done: we have avoided a budgetary crisis by going to Article 272; the financial perspective has been maintained, even though we have used the flexibility instrument.","This is what we have done: we have a budget crisis in coming to Article 272; the financial perspectives have been maintained, even if we have used the flexibility instrument.  ",4.6
2015,belief,i say the time to tackle the iran issue is now.,i really want this sorted and not sure what else i can do.,0.6
2015,belief,"anyone thinking our government is not run by money, is a fool.","and come to think of it, in recent times too.",
2013,headlines,"Navy jet crashes into Virginia buildings, injuring six","Navy jet crashes into Virginia apartments,9 hurt",3.2
2015,images,A man in a black leather jacket is sleeping in a subway car.,A man in a black leather jacket falls asleep on public transportation.,4.6
2012,MSRvid,A woman is applying eye liner to her eyelid using an eye pencil.,A woman is applying cosmetics to her eyelid.,3.8
2012,SMTeuroparl,We often pontificate here about being the representatives of the citizens of Europe.,We often take pride here to represent the citizens of Europe.,3.833
2015,answers-forums,"Since this is deemed on topic, I'll give my recommendation as a proper answer.",I used to work on a project where we wrote a graphical UI to subversion for a group of artists.,
2013,headlines,"Russia, China Veto UN Resolution on Syria","Russia, China veto UN resolution on Syria killings",3.8
2015,answers-forums,Coagulated egg proteins in combination with gluten give baked goods the supporting structure they need.,There are basically two types of cakes: butter and sponge (or Génoise).,1
2015,answers-students,Bulbs A and B are not within the same path as bulb C.,Bulb C is in a separate path,3.4
2015,belief,it was during my tenure at comphibpac that i learned the most about what i know about viet nam.,"it was my stepdad that had said ""so and so died of a broken heart"" and i would laugh.",
2012,MSRvid,A woman fires a shotgun.,A woman is shooting a gun.,3.2
2012,MSRpar,Its legal representatives began meeting with plaintiffs' attorneys last week to discuss a settlement.,Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.,3.25
2013,FNWN,"this frame contains transparent nouns (and some adjectives) denoting quantities of a mass or of individuals. as opposed to aggregate words such as group, set, these quantity do not have a status as wholes on their own. initially, at least, we annotate both quantity of masses and of individuals in this frame, though we may split the frame along these lines later on.",not excessive or extreme,
2014,headlines,Women to face higher car insurance premiums,Women drivers to face insurance premium rise,5
2012,surprise.OnWN,something that is craved,"something craved, especially an intravenous injection of a narcotic drug.",3.25
2014,OnWN,"compel, enforce, or insist on something",compel to behave in a certain way.,3.8
2016,answer-answer,I have the same thing.,I have the exact same problem.,4
2015,answers-students,bulb b is a gap,"Terminals 4, 5 and 6 are separated from the negative battery terminal by a gap",
2014,deft-forum,fix?: Islam itself is not political.,Islam has always been political.,1.2
2015,answers-forums,"I agree completely with the comment by @Alenanno, Jun 29 at 15:07.","Although I am quite fluent in Russian, I wouldn't say English sound particularly 'cold' to me.",
2015,belief,"it's the biggest, hottest news story in media.","yes, the conventional media.",
2012,MSRvid,A woman is talking to her pet bunny as she fondles it.,A woman walks her dog onto astro turf.,0.4
2015,answers-forums,One has to separate out two elements of this - first is 'voter' and second is the difference between 'knowledge' and 'interest'.,Congress tends to pass bills with language explicitly giving the president discretion over certain matters.,
2015,belief,the bushbots were 25%-ers.,the whole family are lawyers.,
2012,surprise.SMTnews,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","It has been an implicit but clear repudiation of Mubarak, only Head of State for 24 years.",4.75
2012,MSRvid,An elderly man is speaking at a podium.,A man is making a speech at the podium.,3.5
2015,answers-students,The path contains the light bulb and the path is not closed.,There is no closed path,1.8
2012,MSRvid,A woman is climbing a cliff.,A woman is climbing a rock face.,4.5
2012,MSRvid,A person is boiling noodles.,A woman is boiling noodles in water.,4
2014,tweet-news,It hurts my stomach.,9 calorie bombs at restaurants,0
2012,MSRpar,"The technology-laced Nasdaq Composite Index .IXIC rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data.","The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.",1
2014,tweet-news,The Gulf's 'green' buildings  #Amman #CNN,Coolest green buildings in the Gulf,4
2012,SMTeuroparl,"The resolution on Nice, voted today, does not reflect this.","The resolution on the Nice Summit, which has just been voted, does not reflect it.",4.2
2012,MSRpar,"Shelley's office reported Friday that 575,926 signatures have been reported to him.","Shelley's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far.",4.5
2012,surprise.OnWN,"have faith in, bet on",have faith or confidence in.,4.25
2012,MSRpar,"Deaths in rollover crashes accounted for 82 percent of the number of traffic deaths in 2002, the agency says.","Fatalities in rollover crashes accounted for 82 percent of the increase in 2002, NHTSA said.",3.25
2015,answers-students,the bulb is contained in an closed circuit,If a bulb and a switch are in the same path the switch affects the bulb,1.83
2015,belief,"the international development secretary, hilary benn, the former health secretary alan milburn, and the leader of the commons, jack straw, are all at 25/1.","the foreign secretary, margaret beckett, is at 40/1, while the defence secretary, des browne, and the welsh and northern ireland secretary, peter hain are 50/1.",2.6
2015,belief,i have no problem with that.,we are at war with al-qaida.,
2015,answers-students,because bulbs A and C are contained in different paths with the battery,A and C are in different paths with the battery,4.8
2015,belief,"i can't carry on as i am, so i do need to know what his long term intentions are.","i don't mean to be dense, but why do you have to find out what his long term intentions are?",2.2
2013,OnWN,the quality of being dependable,the quality of being of practical use.,1
2012,surprise.SMTnews,What we are witnessing today is a shift from a Muslim identity to an Islamist identity.,We are now witnessing the change of Muslim identity for an Islamic identity.,5
2012,surprise.SMTnews,"But if Europe's performance continues to decline, would this perception survive?",But can this image survive a pursuit of decline?,2.75
2015,images,Two dogs play in the snow.,Two dogs wrestle in the snow.,
2016,plagiarism,"To achieve this, the programmer has to note generalisations and similarities about various aspects of the program.",Mathematicians use the word to describe a set of rules which anyone can follow to solve a problem.,0
2012,SMTeuroparl,"And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.","And I say this to you very clearly: we must give its opportunity to Kostunica and I therefore hope that it will ensure an amnesty during the weeks or months ahead; but in the meantime, I wish, however, that, in political terms and in budgetary terms, the political conditions are linked to the introduction of these two new budget lines, namely democratisation and reconstruction.",4.8
2012,surprise.OnWN,"react, or respond to a call, command, or stimulus",react to a stimulus or command.,4.25
2014,tweet-news,Horse meat discovered in hamburgers meat in UK and Ireland,Horsemeat found in hamburgers in Britain and Ireland,4.8
2014,headlines,Vinnie Jones reveals cancer battle new,Vinnie Jones reveals he has skin cancer,4
2015,belief,ask yourself this question!,source: justin quinn.,
2015,headlines,Egypt's bruised Islamists protest after bloody week,Egypt Islamists defiant after deadly clashes,
2015,images,A man is scalling a sheer rock face with a rope support.,A young man is doing a ski jump with a purple board.,0.4
2015,answers-forums,"""Teabagger"" is yet another shining example of ""civil discourse"" by left wingers in America.",(I'll try and post a less overtly biased and editorialized answer.,
2012,SMTeuroparl,People with the same business affairs in common are peacefully bound to one another.,The joint economic activities create peaceful links between peoples.,4
2014,deft-news,the riyadh-based naif arab academy for security sciences said in a statement that it was running a two-week workshop for 50 anti-terrorism experts. ,in a statement naif arab academy for security sciences announced-- it will sponsor a 2-week workshop for 50 anti-terrorism experts.,4.8
2012,MSRvid,A kangroo is eating something.,A kangaroo is eating.,4.8
2015,answers-forums,"To paraphrase a common saying, ""One man's weed is another man's lawn"".","First, let me say I've no experience doing battle with Bermuda grass.",1
2013,headlines,Strauss-Kahn investigated in French prostitution ring,Dominique Strauss-Kahn faces questions over French prostitution ring,3.8
2015,answers-students,it is not in a closed path,The battery in 2 is not in a closed path,
2012,MSRvid,A car is parking.,A cat is playing.,0
2012,SMTeuroparl,Then perhaps we could have avoided a catastrophe.,We might then have to avoid a disaster.,3.714
2015,headlines,More Deaths Expected in Canada Oil Train Explosion,Five dead in Canada train crash,2.8
2015,answers-students,Bulbs A and B are on a different closed path,"If C is damaged, A and B are still in a closed path",
2014,tweet-news,Notre Dame linebacker victim of a Catfish type hoax?,Notre Dame linebacker says he is victim of hoax,4
2015,answers-forums,"You may have luck with a thermos flask, or similar insulated flask above a regular water bottle.","I use a ""Camelbak Stoaway"" bladder - it has a bit of insulation and neoprene on the tube.",
2016,plagiarism,Dynamic Programming solves problems by combining the solutions of subproblems.,The key to Dynamic Programming is to find the structure of optimal solutions.,4
2015,answers-forums,Throw it in the oven on about 200 F for 20 minutes or so.,"Cut it up and toast to make croûtons, or crumble into bread crumbs.",
2014,OnWN,The act of coming to rest after a voyage.,the act of coming down to the earth (or other surface).,0.8
2012,SMTeuroparl,"I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.","I stress this point because the market cannot regulate everything and that, in this context, it is not or cannot be competitive without borders.  ",4.6
2015,belief,"well, us sellers should see some improvement with regard to the hassles involved with non-payers once the shopping cart goes into effect site wide.","the bill was passed in the lower house of the french parliament in december, but it needs to be approved by the senate to go into effect.",
2015,answers-forums,"We are moving ""... relative to the comoving cosmic rest frame ... at some 371 km/s towards the constellation Leo"".",There is no 'still' that is not relative to some other object.,0.8
2015,answers-students,because the positive terminal is separated by a gap from terminal 3,Terminal 3 and the positive terminal are separated by the gap,4.6
2015,images,A white dog runs by pine trees in the snow.,a dog stands in the white snow.,
2012,MSRvid,A man is walking in the rain.,A man and woman is walking in the grand.,1.5
2016,plagiarism,"Occasionally it is advantageous to differentiate between these uses, as it is not necessarily noticeable from context.","It also provides a way to generalize du to the ""is a"" relationship between classes.",0
2014,deft-forum,Do you further agree that I have made no claim?,So that you will admit and verify that I have made no claim.,3.8
2012,surprise.OnWN,make or become harder,become hard or harder.,5
2015,answers-students,because there is no closed path to the battery,the path is not closed,3.2
2012,SMTeuroparl,The leaders have now been given a new chance and let us hope they seize it.,The leaders profit aujourd' hui of a new luck and let us leave them therefore to seize it.,4.25
2016,question-question,Why is my washing machine making this sound?,What is this sound from my washing machine?,4
2015,answers-students,bulb c is not in the same path of the battery.,If C burns out then A and B are still in a closed path with the battery,
2014,tweet-news,Russian Military Ordered to Switch to Socks  I learned something new today!!!,At War Blog: Russian Military Ordered to Switch Portyanki for Socks,4
2015,images,A light-colored dog runs through the grass.,A dog runs through the grass.,4
2015,headlines,One killed as more than a million protest in Brazil,A million protest in Brazil's cities,
2014,deft-news,the book states that the drug conveys a completely positive image. ,the official stated that this was a complete technology transfer.,0
2015,headlines,Bangladesh police arrest prominent atheist blogger,Bangladesh police arrest 3 atheist bloggers,
2015,belief,"practically, nobody cared.",i fully and totally agree.,
2015,answers-students,"Bulb A, bulb B and bulb C are not contained in the same closed path.",A and C are not in the same path with the battery,
2015,answers-forums,"The conclusions drawn in Inoue & Matsuzawa's (2007) study, which seems to be available here, are suspect.","It looks like there is a developmental relationship between WM and general IQ: Fry, A. F., & Hale, S. (1996).",
2015,belief,government - historical debt outstanding - annual 2000 - 2009 and now your ossiah is going to double that.,government - historical debt outstanding - annual 2000 - 2009 the 2009 debt number is from the bush administration's fiscal year.,3
2015,images,Two dogs running through tall grass.,Two dogs are running through a grassy area.,4.6
2013,OnWN,the act of lifting something,the act of ending something.,1.2
2012,SMTeuroparl,The joint debate is closed.,The joint debate is closed.,5
2015,images,A dog laying in the snow.,Three dogs playing in the snow.,
2015,images,A black dog is biting a light brown dogs ear in a playful manner.,A black dog playfully bits another dog in a living room setting,4
2013,headlines,British Archbishop of Canterbury changes career to Cambridge,Archbishop of Canterbury to step down amid rifts,2.4
2015,answers-forums,A wonderful woman I know has the Habenera bag by REI (link).,If you can settle on purple Nunatak and Feather Friends have good sleeping bags in those colors.,0.8
2014,tweet-news,.  Kobe just saved about $100 Mil,Kobe Bryant and wife call off divorce,1.6
2012,surprise.SMTnews,"The bottom line is that when interest rates rise, asset values will fall.","The most important thing is that when interest rates go up, the values of the active fall.",3.75
2015,answers-students,because it was on a closed path,Switch Y and bulb A are not in the same closed path,
2014,deft-forum,That is not direct responsibilty to the constituents.,Aye but they ARE responsible to their constituents.,2.6
2015,answers-forums,Another alternative for feeding pills is to just put the pill in the rabbits mouth.,I would suggest finding a compounding pharmacy and talking to someone there.,
2015,images,A black dog is running through some water.,A man in a football uniform is running with a football during a game.,0
2012,SMTeuroparl,"I should like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear, comprehensive report.","I thank the rapporteur of the Committee on Foreign Affairs, Mr Brok, for his clear and comprehensive report.",3.75
2015,belief,(the reference includes a photo of the event.),the rioters are pretty focused on the police and the president.,
2015,belief,newt's relations with women are at best reprehensible.,it's just who we are as a society.,
2015,belief,"to suggest that blacks are not poor due to external factors leaves black disproportionate poverty to be the result of internal factors, which could only mean that blacks are inferior.",to suggest that social and economic gaps are internal to blacks is to suggest that there is a genetic propensity that makes blacks inferior.,3.2
2012,SMTeuroparl,"Thank you, Commissioner.","Thank you, Commissioner.",5
2014,headlines,Queen Beatrix of The Netherlands to abdicate for son,Queen Beatrix of the Netherlands abdicates in favour of son,5
2014,headlines,Reid cites 'tremendous progress' in debt ceiling talks,Senate leaders appear close to US debt ceiling deal,2.8
2013,headlines,Dozens killed in Nigerian riots,Dozens killed in Kenyan clashes,1
2015,answers-forums,I suspect it was deliberately kept vague to make a good story.,"Update - this has been bugging me for a while, I finally had to write it out.",
2015,answers-forums,I just realised that I could share something more helpful and so another answer.,I'm afraid I have to disagree with Mozibur Ullah's answer.,
2014,headlines,US State Department faulted over Benghazi,State Dept security chief resigns after Benghazi,2.4
2015,answers-students,if the bulb is contained within the path,The switch and the bulb have to be in the same path,
2012,surprise.OnWN,the act of swallowing liquid,the act of swallowing.,4.25
2012,MSRvid,A man is kicking a soccer ball.,A man is performing tricks with a soccer ball.,2.6
2012,MSRvid,The animal with the big eyes is eating.,A slow loris is eating.,2.6
2015,belief,"he didn't leave me, had no intentions of doing so.",they aren't the first news organization to do so.,
2015,headlines,France to shut far-right group ...,France to shut far-right group after student death,
2015,answers-forums,An embolism in a medical context refers to any large moving mass or defect in the blood stream.,Here is an interesting article on wikipedia to give overview of pressure related injuries.,0
2014,headlines,Chairman of easyJet to step down,Chairman of British no-frills airline easyJet to step down,4.2
2015,images,A dog is running through the snow.,A brown dog is running through the field.,
2014,tweet-news,NYTimes: GREAT OBIT on Dear Abby.,"Pauline Phillips, Flinty Adviser to Millions as Dear Abby, Dies at 94",2.2
2013,headlines,Romney Wins Nevada Caucus,Romney shifts focus to Santorum ahead caucuses,1
2015,answers-students,Bulb A is not in the same path as Bulb B and Bulb C.,each bulb is in its own path,
2014,OnWN,The act of beginning something new.,the act of ending something.,0.6
2012,MSRvid,A little girl peddling a scooter.,A girl is riding a scooter.,2.75
2012,surprise.SMTnews,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two plausible ways to proceed with regard to a relieved tyrant.,4.75
2015,images,A girl in orange lights a candle.,A girl in an orange shirt lights candles.,4
2014,deft-forum,I absolutely do believe there was an iceberg in those waters.,I don't believe there was any iceberg at all anywhere near the Titanic.,1.2
2015,headlines,Building collapse kills 15 in India,Building collapses claim lives in India,
2015,answers-forums,"If your plot is no longer interesting to you, let it go.",Distinguish between losing interest in the project and merely losing interest in its current state.,
2012,MSRvid,A young boy is holding a guitar.,A little boy is playing a guitar.,2.75
2014,deft-forum,The Face Of The Franchise: The worst part is that he's not even a Leafs fan!,The worst part is that he's not even a Leafs fan!,4.4
2014,tweet-news,"Not a tear here: Red Brigades jagoff dies, year older than me, fuck him:","Prospero Gallinari, a Terrorist, Is Dead at 62",0.8
2015,belief,it is all about demanding those taxpayer freebies.,it is still happening: it will not stop happening for 100 years.,
2012,MSRpar,"It is a national concern that will touch virtually every American,"" Abraham said.","The impact of natural-gas shortages ""will touch virtually every American,"" Energy Secretary Spencer Abraham warned yesterday.",3.25
2015,belief,so what does this have to do with newt?,what kind of outlets did this veteran have?,
2013,headlines,Syrian forces move to retake Aleppo,Syrian Regime Bids To Retake City Of Aleppo,4.4
2012,MSRvid,A man is talking on a phone.,A man is singing to a woman.,0.25
2012,MSRvid,A woman is peeling a potato.,A man is slicing potato.,2.4
2015,headlines,Bernanke comments keep markets on steady rise,Bernanke stimulus boost to markets,
2015,belief,so far we're doing a lot better.,so we have to think for them.,
2013,OnWN,(cause to) appear suddenly or briefly,break open or apart suddenly and forcefully.,0.4
2015,images,A hockey player looks intently downward.,A hockey player during a game.,2
2014,OnWN,make an incision or separation,take measures in preparation for.,0
2014,tweet-news,"Timothy Cook, Apple?s CEO, said the pipeline of products was ?chock-full.? ?We feel great about what we have in store?","Apple?s Profits Are Flat, and Stock Drops",0.6
2014,headlines,Cannes thief 'steals $53m of jewels' in armed heist at hotel,"Robber steals $53 million worth of jewels in Cannes, police say",3.8
2014,tweet-news,Kaepernick Backs Harbaugh's Gamble With Playoff Win,Kaepernick Responds to Harbaugh?s Gamble With Resounding Performance,4
2012,MSRpar,Tamil parties blame the Liberation Tigers of Tamil Eelam (LTTE) for these killings.,The government wanted to revive talks with the Liberation Tigers of Tamil Eelam (LTTE) to discuss the interim structure.,1.75
2015,belief,president obama would continue that trend.,i don't mean for president, i mean out of the country.
2012,MSRpar,"Tech stocks were hurt by a sour forecast from Sun Microsystems, which was viewed as a bad omen for the upcoming quarterly earnings season.",A sour forecast from Sun Microsystems Inc. SUNW.O put more pressure on Wall Street before the quarterly earnings season.,3
2015,belief,i have not read what she said beyond this site nor do i care what she said.,hope that helps i've been with my boyfriend since i was 16 years old.,
2016,question-question,What is the difference between a stock and a bond?,What is the difference between a riff and a lick?,0
2015,answers-forums,I think your method (thesis title in the education section) is the standard one.,Some people publish their theses as part of a monograph series.,
2014,tweet-news,v?a  Supreme Court Hears Argument on the F.C.C.?s Authority to Rule on Cellphone Towers,Supreme Court Hears Argument on Cellphone Towers,3.8
2015,belief,"it was our day, how we wanted and it was wonderful.",it displaces more water than an aircraft carrier.,
2015,headlines,N. Korea test-fires 30 short-range missiles into sea: Yonhap,Iran says it test-fires new land-to-sea missile in Gulf,
2015,belief,"""for over 20 years, i have illustrated the absurd with absurdity, three hours a day, five days a week.",for the first 1-2 years he hated me going out with my friends.,
2013,OnWN,Cook in cream or using cream.,"add cream to one's coffee, for example.",1.2
2015,answers-students,The electrical state will be non-zero,A non-zero voltage means that the terminals are not connected.,
2012,MSRpar,Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows.,The artists say the plan will harm French culture and punish those who need help most - performers who have a hard time lining up work.,3
2013,headlines,Abbas to lead Palestinian unity government,Abbas proposed as PM in interim unity government,4
2014,deft-forum,That would make you partially responsible for their death.,"That would make you a sort of accessory, I think.",3
2015,answers-students,"the negative battery terminal is connected to bulb terminal 1,2 and 3 only.","Terminals 4, 5 and 6 are not connected to the negative battery terminal",
2014,OnWN,"the act of turning, rotating an object",the act of catching an object with the hands.,0.2
2016,headlines,Ukrainian presidency says deal reached at crisis talks,Ukraine rivals sign deal to end crisis,4
2012,MSRvid,A man breaks cinder blocks on another man.,A woman breaks an egg into a pan.,0.8
2012,SMTeuroparl,The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.,"The other point of view, illustrated by the original subject of the rapporteur and shared by many colleagues, is to promote the regulations and codes of conduct to be found, between insurers, the forms of mutual cost guarantee to all the supply of good quality care and to counter the risks to see developing discriminatory practices and a selection of risks and customers.",4.4
2015,headlines,UK Sky News cameraman killed in Egypt,Sky News cameraman killed in Egypt clashes,
2015,images,The man and two young boys jump on a trampoline.,A man and two boys are bouncing on a trampoline.,4.8
2013,OnWN,the act of acknowledging the truth of something,the act of perceiving the odor of something.,0
2012,surprise.SMTnews,"But, like the Union itself, it will be built and it will be done.","But as the European Union itself, build and happen.",3.5
2015,answers-forums,"As mentioned in other answers, it will depend on the type of your backpack.","I have gone through three pairs, two without the toe strap, and one with.",
2012,MSRvid,A woman is cooking meat.,A man is speaking.,0
2015,headlines,Toronto mayor Rob Ford in extraordinary crack cocaine confession,Toronto Mayor Rob Ford denies crack cocaine allegations,
2015,belief,into actually rebuilding the country.,i dont have any dog in the fight.,
2015,headlines,Kerry in Indonesia to Talk Climate Change,Kerry warns Indonesia of climate change,
2012,MSRpar,"The pill, which they call the ""polypill,"" would contain aspirin, a cholesterol-lowering drug, three blood pressure-lowering drugs at half the standard dose and folic acid.","The ingredients of such a polypill would contain aspirin, a cholesterol-lowering statin, three blood pressure-lowering agents in half dose, and folic acid.",5
2015,headlines,New coronavirus can probably can be passed person to person- WHO,WHO: New virus can probably pass person to person,3.8
2015,headlines,Israeli forces arrest 6 Palestinians in overnight West Bank raids,Israel classifies Jerusalem natives as noncitizens,1
2015,answers-forums,"There are two types of left arm spin bowlers, Chinaman and Orthodox.",A right handed off spinner bowls exactly the same ball as a chinaman (i.e.,
2014,OnWN,the act of putting a preparation on something.,the general outward appearance of something.,0
2015,answers-students,because the electrical states between the two battery terminals will be different no matter what,A battery uses a chemical reaction to maintain different electrical states at the terminals,3
2012,MSRpar,The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.,"The $85 million agreement was reached in September, less than two months after Archbishop Sean O'Malley took over as leader of the nation's fourth-largest diocese.",3
2012,surprise.OnWN,"reply verbally or in written form to a question, comment, letter, or speech",react verbally.,3.667
2015,headlines,Pro football player Aaron Hernandez charged with murder in friend's shooting death,American football player Aaron Hernandez charged with murder,
2014,tweet-news,""": Samsung profit at record $6.6 billion """,Samsung profit soars to $6.6B record,4.8
2014,tweet-news,Eddie Huang in the NY Times. i vibe this dude so hard,Eddie Huang Defies Description,1.6
2012,MSRpar,"Cisco has signed similar deals with AT&T Corp. T.N , SBC Communications Inc. SBC.N and Sprint Corp. FON.N .","Cisco has similar relationships with BellSouth competitors SBC Communications, AT&T and Sprint Communications.",4
2015,answers-students,The damaged bulb B has left a gap in the path so the charge can not reach it,"Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap",1.2
2014,OnWN,"Make more temperate, acceptable, or suitable.","make more temperate, acceptable, or suitable by adding something else; moderate.",3.8
2015,answers-students,the positive battery terminal and terminal 6 are connected,Terminal 6 and the positive terminal are connected,
2012,MSRpar,"The American Anglican Council, which represents Episcopalian conservatives, said it will seek authorization to create a separate group.","The American Anglican Council, which represents Episcopalian conservatives, said it will seek authorization to create a separate province in North America because of last week's actions.",3.4
2015,images,A yellow dog in the snow.,Two dog play in the snow.,
2015,answers-forums,There's a mythical creature called a Namazu - a giant catfish.,Hayao Miyazaki is known for his fairy tale styled movies.,
2013,OnWN,the act or capability of seeing,the range of interest or activity that can be anticipated.,0
2016,answer-answer,"Yes, you have to file a tax return in Canada.",You are not required to file a tax return in Canada if you have no taxable income.,1
2016,answer-answer,The answer to both questions is: Yes.,To directly answer the two questions in your title.,0
2015,headlines,Mandela remains in critical but stable condition: Zuma,Mandela in ‚Äėcritical but stable‚Äô condition,
2015,answers-forums,"Off the top of my head, I think it's better to look at the criteria you've proffered for identifying ""God"".",A good argument I have seen against the existence of a God is based on Occam's Razor.,
2016,plagiarism,"To explain further vector space models, basically a document is characterized by a vector.",A document is represented as a vector.,5
2015,images,Two dogs playing on the beach.,two dogs running on the beach,
2012,MSRvid,A man is playing a guitar.,A man is driving a car.,0.5
2014,deft-forum,CYCLONE FORMATION IS NOT EXPECTED DURING THE NEXT  HOURS.,TROPICAL CYCLONE FORMATION IS NOT EXPECTED.,3.4
2014,deft-news,2 of the individuals arrested were released. ,2 of the zambians arrested are juveniles.,1.6
2012,surprise.OnWN,Doubt or an impression that something might    not be the case.,an impression that something might be the case.,4
2014,headlines,Karzai to visit Pakistan for Taliban peace talks,Afghan president extends visit to Pakistan for Taliban talks,3.6
2015,belief,i can't wait for delivery day!,i can spot em a mile away.,
2015,answers-forums,"Since you're being kind of vague here, I can only give you a vague answer.","In general, warming up your muscles only requires performing the movement with lower weights.",0
2012,surprise.SMTnews,It then appointed a task force to formulate the necessary changes in tax and spending policies.,He has appointed a working party to make the necessary changes to the policies of public spending and fiscal policies.,4.25
2016,answer-answer,You burn more Calories digesting protein than you do carbohydrates and fat.,"The more you sweat, the faster you will burn calories and fat.",2
2012,MSRpar,The American Stock Exchange biotech index .BTK surged 5 percent.,The Philadelphia Stock Exchange's semiconductor index .SOXX jumped 6.10 percent.,1.4
2012,SMTeuroparl,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, it is necessary to say ""no"" to the concept to accept at the same time an important Group of countries, because this would be in contradiction with the principle of the admission of each country according to its merits.  ",4.8
2014,headlines,Mall attackers used 'less is more' strategy,"In Kenya, attackers used 'less is more' strategy",3
2012,MSRpar,"Shares of LendingTree rose $6.21, or 42 percent, to $20.90 after hitting $21.36 earlier.","LendingTree shares rose 43 percent, or $6.31, to $21, more than doubling in the last two months.",2.75
2013,OnWN,the state of being in contact,the state of being excluded.,0.6
2016,plagiarism,The similarity measures largely identify the retrieval efficiency of a particular information retrieval system.,It is used in information retrieval and was first used in the SMART Information Retrieval System.,1
2015,belief,"i'd love to tear apart his lies, but i don't know how good i'd be on a radio show.","thanks for thinking of me, but i don't have the desire to appear on his show.",2
2015,answers-forums,"The colorful patterns of gas are caused by excitation of gas atoms, e.g.",You might be interested in these two answers: How dense are nebulae?,
2012,MSRvid,The monkey is hanging from the trees.,The monkey swung from branch to branch.,2
2012,MSRpar,He arrives later this week on the first state visit by a US President.,Mr Bush arrives on Tuesday on the first state visit by an American President.,3
2013,headlines,Sri Lanka seek one-day revival against Pakistan,Senior journalist killed in Pakistan,0.6
2014,tweet-news,Good grief! Charlie Brown voice actor charged -  #law #legal,Good grief! Charlie Brown actor charged,4.6
2012,surprise.OnWN,an objective or goal,the goal intended to be attained (and which is believed to be attainable).,3.5
2013,FNWN,"a recipient starts off without the theme in their possession, and then comes to possess it. although the source from which the theme came is logically necessary, the recipient and its changing relationship to the theme is profiled.",win something through one's efforts,
2015,answers-students,Because it is not on the same path,"If bulb A burns out, bulbs B and C are still in a closed path",1.2
2015,answers-students,the voltage is the difference between the electrical state of the terminals.,Terminal 1 and the positive terminal are separated by the gap,1
2012,surprise.OnWN,physically inflate,become inflated.,4.75
2012,SMTeuroparl,"If we want to help Indonesia we must act now with money and deeds, not merely words.","If we want to help Indonesia, we must intervene now with money and concrete actions, and not only with words.",5
2015,belief,continued pt three times a week.,got in and out with relative ease the last time i went.,
